citing_doi,arxiv_id,source,doi_asserted_by,crossref_found,crossref_has_references,crossref_structured_doi_match,crossref_unstructured_match,crossref_reference_key,crossref_error,openalex_citing_found,openalex_arxiv_in_refs,openalex_arxiv_work_id,openalex_error,datacite_event_found,datacite_total_events,datacite_error,opencitations_citing_found,opencitations_arxiv_in_refs,opencitations_oci,opencitations_error,notes
10.1016/j.neucom.2023.126425,1412.6980,asserted,,True,True,False,True,10.1016/j.neucom.2023.126425_b0205,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1101/2023.01.13.523556,1412.6980,asserted,,True,True,False,True,2023011801265424000_2023.01.13.523556v1.121,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s00366-025-02183-3,1412.6980,asserted,publisher,True,True,True,False,2183_CR36,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1038/s41551-023-01106-1,1412.6980,asserted,,True,True,False,True,1106_CR127,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-030-63076-8_4,1412.6980,asserted,,True,True,False,True,4_CR14,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1101/2025.08.06.668903,1412.6980,asserted,,True,True,False,True,2025080903350643000_2025.08.06.668903v1.44,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1063/5.0297739,1412.6980,asserted,,True,True,False,True,10.1063/5.0297739_c13,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1002/adpr.202300310,1412.6980,asserted,,True,True,False,True,e_1_2_8_37_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.bspc.2022.104142,1412.6980,asserted,,True,True,False,True,10.1016/j.bspc.2022.104142_b0170,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1038/s41598-022-27125-7,1412.6980,asserted,,True,True,False,True,27125_CR53,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.2478/ausi-2018-0006,1412.6980,asserted,,True,True,False,True,2023042002505085251_j_ausi-2018-0006_ref_017_w2aab3b7b5b1b6b1ab1ac17Aa,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-031-86651-7_12,1412.6980,asserted,,True,True,False,True,12_CR6,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.istruc.2024.108149,1412.6980,asserted,,True,True,False,True,10.1016/j.istruc.2024.108149_bib53,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/twc.2023.3324916,1412.6980,asserted,,True,True,False,True,ref57,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-981-97-4393-3_28,1412.6980,asserted,,True,True,False,True,28_CR13,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s00371-024-03741-4,1412.6980,asserted,,True,True,False,True,3741_CR35,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.eswa.2020.113699,1412.6980,asserted,,True,True,False,True,10.1016/j.eswa.2020.113699_b0140,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s00371-024-03346-x,1412.6980,asserted,,True,True,False,True,3346_CR29,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1190/segam2020-3427812.1,1412.6980,asserted,,True,True,False,True,R9,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.3390/math9111267,1412.6980,asserted,,True,True,False,True,ref_24,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1021/acs.jctc.3c01045,1412.6980,asserted,publisher,True,True,True,False,ref44/cit44,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1101/2023.05.05.23289387,1412.6980,asserted,,True,True,False,True,2023050823550943000_2023.05.05.23289387v1.55,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s11042-023-14791-6,1412.6980,asserted,publisher,True,True,True,False,14791_CR4,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/access.2025.3625649,1412.6980,asserted,,True,True,False,True,ref44,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1038/s41598-025-10712-9,1412.6980,asserted,,True,True,False,True,10712_CR49,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1190/geo2021-0829.1,1412.6980,asserted,,True,True,False,False,,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.jsb.2023.108058,1412.6980,asserted,,True,True,False,True,10.1016/j.jsb.2023.108058_b0105,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/access.2025.3604689,1412.6980,asserted,,True,True,False,True,ref37,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-981-16-3728-5_19,1412.6980,asserted,,True,True,False,True,19_CR17,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/jproc.2022.3174030,1412.6980,asserted,,True,True,False,True,ref151,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1186/s10033-025-01260-4,1412.6980,asserted,,True,True,False,True,1260_CR24,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1063/5.0008889,1412.6980,asserted,,True,True,False,True,2023080504503665000_c25,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3746027.3755540,1412.6980,asserted,,True,True,False,True,e_1_3_2_2_28_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1101/2025.03.03.641259,1412.6980,asserted,,True,True,False,True,2025031912153230000_2025.03.03.641259v3.29,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1186/s13636-024-00331-z,1412.6980,asserted,,True,True,False,True,331_CR58,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.compbiolchem.2021.107558,1412.6980,asserted,,True,True,False,True,10.1016/j.compbiolchem.2021.107558_bib26,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3503181.3503218,1412.6980,asserted,,True,True,False,True,e_1_3_2_1_10_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-031-33374-3_26,1412.6980,asserted,,True,True,False,True,26_CR7,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1371/journal.pone.0206081,1412.6980,asserted,,True,True,False,True,ref21,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3197517.3201315,1412.6980,asserted,,True,True,False,True,e_1_2_2_16_1,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1051/0004-6361/202453339,1412.6980,asserted,,True,True,False,True,R59,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.eswa.2025.130377,1412.6980,asserted,,True,True,False,True,10.1016/j.eswa.2025.130377_bib0017,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/access.2022.3156598,1412.6980,asserted,,True,True,False,True,ref57,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1088/1402-4896/ad3e37,1412.6980,asserted,publisher,True,True,True,False,psad3e37bib21,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.eswa.2022.117933,1412.6980,asserted,,True,True,False,True,10.1016/j.eswa.2022.117933_b0080,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-031-06981-9_14,1412.6980,asserted,,True,True,False,True,14_CR18,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1080/00207543.2019.1607978,1412.6980,asserted,,True,True,False,True,CIT0017,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s10489-022-04448-6,1412.6980,asserted,,True,True,False,True,4448_CR54,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/b978-0-08-102696-0.00001-4,1412.6980,asserted,,True,True,False,True,10.1016/B978-0-08-102696-0.00001-4_bib35,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1029/2018ms001472,1412.6980,asserted,,True,True,False,True,e_1_2_8_32_1,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s44443-025-00280-3,1412.6980,asserted,,True,True,False,True,280_CR16,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/jiot.2023.3341468,1412.6980,asserted,,True,True,False,True,ref48,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1002/solr.202500550,1412.6980,asserted,,True,True,False,True,e_1_2_9_24_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1186/s12880-022-00818-1,1412.6980,asserted,,True,True,False,True,818_CR63,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1364/ao.496453,1412.6980,asserted,publisher,True,True,True,False,ao-62-34-8978-R25,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s13042-021-01315-7,1412.6980,asserted,,True,True,False,True,1315_CR31,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1299/jamdsm.2022jamdsm0063,1412.6980,asserted,,True,True,False,True,11,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/jsen.2023.3347853,1412.6980,asserted,,True,True,False,True,ref30,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s11042-020-08980-w,1412.6980,asserted,,True,True,False,True,8980_CR28,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.jfoodeng.2022.111005,1412.6980,asserted,,True,True,False,True,10.1016/j.jfoodeng.2022.111005_bib13,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.21468/scipostphyscodeb.14,1412.6980,asserted,publisher,True,True,True,False,ref19,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1093/jcde/qwaf094,1412.6980,asserted,publisher,True,True,True,False,2025101516301798900_bib8,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-319-98204-5_17,1412.6980,asserted,,True,True,False,True,17_CR10,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1002/sam.11610,1412.6980,asserted,,True,True,False,True,e_1_2_6_19_1,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.isprsjprs.2023.04.010,1412.6980,asserted,,True,True,False,True,10.1016/j.isprsjprs.2023.04.010_b0135,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-031-85256-5_2,1412.6980,asserted,,True,True,False,True,2_CR62,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.sigpro.2021.108375,1412.6980,asserted,,True,True,False,True,10.1016/j.sigpro.2021.108375_bib0046,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/jiot.2025.3575501,1412.6980,asserted,,True,True,False,True,ref43,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.saa.2025.126567,1412.6980,asserted,,True,True,False,True,10.1016/j.saa.2025.126567_b0290,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-030-66415-2_6,1412.6980,asserted,,True,True,False,True,6_CR12,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3581783.3612391,1412.6980,asserted,,True,True,False,True,e_1_3_2_1_11_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.bspc.2025.108893,1412.6980,asserted,,True,True,False,True,10.1016/j.bspc.2025.108893_b0195,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3746027.3755249,1412.6980,asserted,,True,True,False,True,e_1_3_2_1_17_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1080/01431161.2021.1993464,1412.6980,asserted,,True,True,False,True,cit0019,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/access.2021.3138966,1412.6980,asserted,,True,True,False,True,ref49,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.7498/aps.74.20241775,1412.6980,asserted,,True,True,False,True,key-10.7498/aps.74.20241775-20,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3704739,1412.6980,asserted,,True,True,False,True,e_1_3_2_21_2,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/access.2024.3356049,1412.6980,asserted,,True,True,False,True,ref42,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.eswa.2021.114856,1412.6980,asserted,,True,True,False,True,10.1016/j.eswa.2021.114856_b0210,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.compchemeng.2024.108929,1412.6980,asserted,,True,True,False,True,10.1016/j.compchemeng.2024.108929_bib0068,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-031-36024-4_33,1412.6980,asserted,,True,True,False,True,33_CR13,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-032-06624-4_6,1412.6980,asserted,,True,True,False,True,6_CR23,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-030-30244-3_56,1412.6980,asserted,,True,True,False,True,56_CR20,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.32604/cmc.2023.037028,1412.6980,asserted,,True,True,False,True,ref34,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3703935.3703955,1412.6980,asserted,,True,True,False,True,e_1_3_3_2_21_2,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s10590-021-09282-0,1412.6980,asserted,,True,True,False,True,9282_CR19,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3539618.3591753,1412.6980,asserted,,True,True,False,True,e_1_3_2_1_20_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-030-78191-0_17,1412.6980,asserted,,True,True,False,True,17_CR6,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1021/acs.jcim.9b00994,1412.6980,asserted,,True,True,False,True,ref59/cit59,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/jhep04(2022)147,1412.6980,asserted,,True,True,False,True,18255_CR72,,False,False,https://openalex.org/W1522301498,citing_not_found,False,,skipped,False,False,,skipped,
10.1145/3558521,1412.6980,asserted,,True,True,False,True,e_1_3_3_20_2,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3447548.3467302,1412.6980,asserted,,True,True,False,True,e_1_3_2_2_13_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-031-30105-6_26,1412.6980,asserted,,True,True,False,True,26_CR17,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-031-11346-8_29,1412.6980,asserted,,True,True,False,True,29_CR16,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.32604/cmc.2022.024232,1412.6980,asserted,,True,True,False,True,ref37,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/tifs.2023.3330337,1412.6980,asserted,,True,True,False,True,ref25,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1101/2025.11.18.689003,1412.6980,asserted,publisher,True,True,True,False,2025112016001149000_2025.11.18.689003v1.17,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1017/9781139879354.014,1412.6980,asserted,,True,True,False,True,9781139879354#bib1_r84,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1117/12.2654353,1412.6980,asserted,,True,True,False,True,c17,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.14801/jkiit.2023.21.12.1,1412.6980,asserted,publisher,True,True,True,False,10.14801/jkiit.2023.21.12.1_ref12,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/tifs.2023.3254449,1412.6980,asserted,,True,True,False,True,ref56,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3486622.3493927,1412.6980,asserted,,True,True,False,True,e_1_3_2_1_12_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s00170-019-03792-1,1412.6980,asserted,,True,True,False,True,3792_CR15,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s43670-021-00006-2,1412.6980,asserted,,True,True,False,True,6_CR22,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1111/cgf.13793,1412.6980,asserted,,True,True,False,True,e_1_2_8_18_2,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1063/5.0213233,1412.6980,asserted,,True,True,False,True,2024061011534919500_c54,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.patcog.2020.107515,1412.6980,asserted,,True,True,False,True,10.1016/j.patcog.2020.107515_bib0031,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.compstruc.2025.107693,1412.6980,asserted,,True,True,False,True,10.1016/j.compstruc.2025.107693_b0225,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-030-14799-0_12,1412.6980,asserted,,True,True,False,True,12_CR6,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1101/2022.10.12.511928,1412.6980,asserted,publisher,True,True,True,False,2023080411500500000_2022.10.12.511928v2.11,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3343031.3351030,1412.6980,asserted,,True,True,False,True,e_1_3_2_1_12_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-030-32689-0_4,1412.6980,asserted,,True,True,False,True,4_CR8,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1111/cgf.15275,1412.6980,asserted,,True,True,False,True,e_1_2_8_41_2,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/jsen.2024.3373878,1412.6980,asserted,,True,True,False,True,ref42,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.51483/ijaiml.1.1.2021.31-46,1412.6980,asserted,,True,True,False,True,ref21,,False,False,https://openalex.org/W1522301498,citing_not_found,False,,skipped,False,False,,skipped,
10.5194/nhess-24-823-2024,1412.6980,asserted,,True,True,False,True,ref50,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.neucom.2021.02.034,1412.6980,asserted,,True,True,False,True,10.1016/j.neucom.2021.02.034_b0230,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s11042-023-14511-0,1412.6980,asserted,,True,True,False,True,14511_CR22,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.eswa.2020.113275,1412.6980,asserted,,True,True,False,True,10.1016/j.eswa.2020.113275_bib0029,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1587/transfun.e99.a.2558,1412.6980,asserted,,True,True,False,True,32,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-030-47358-7_12,1412.6980,asserted,,True,True,False,True,12_CR13,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1063/1.5124926,1412.6980,asserted,,True,True,False,True,2023080708275803700_c18,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.5194/essd-17-3447-2025,1412.6980,asserted,,True,True,False,True,ref32,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s00521-018-3372-x,1412.6980,asserted,,True,True,False,True,3372_CR30,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1111/cgf.70099,1412.6980,asserted,,True,True,False,True,e_1_2_6_29_2,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-030-58568-6_34,1412.6980,asserted,,True,True,False,True,34_CR15,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1002/wea.4163,1412.6980,asserted,,True,True,False,True,e_1_2_12_8_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1109/tcsi.2022.3189388,1412.6980,asserted,,True,True,False,True,ref35,,True,True,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-031-16452-1_56,1412.6980,asserted,,True,True,False,True,56_CR31,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1080/01969722.2022.2030003,1412.6980,asserted,,True,True,False,True,CIT0025,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1101/2024.02.20.581321,1412.6980,asserted,publisher,True,True,True,False,2024050607400552000_2024.02.20.581321v3.83,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.eswa.2020.113911,1412.6980,asserted,,True,True,False,True,10.1016/j.eswa.2020.113911_b0185,,False,False,https://openalex.org/W1522301498,citing_not_found,False,,skipped,False,False,,skipped,
10.1190/geo2023-0225.1,1412.6980,asserted,publisher,True,True,False,False,,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1111/exsy.13047,1412.6980,asserted,,True,True,False,True,e_1_2_11_30_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1038/s41598-021-95098-0,1412.6980,asserted,,True,True,False,True,95098_CR34,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s12083-024-01898-2,1412.6980,asserted,,True,True,False,True,1898_CR28,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s40747-024-01391-6,1412.6980,asserted,publisher,True,True,True,False,1391_CR14,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-031-44210-0_26,1412.6980,asserted,,True,True,False,True,26_CR6,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-031-70239-6_16,1412.6980,asserted,publisher,True,True,True,False,16_CR17,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1175/waf-d-22-0187.1,1412.6980,asserted,,True,True,False,True,bib33,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.21203/rs.3.rs-4606200/v1,1412.6980,asserted,,True,True,False,True,ref28,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-031-34020-8_8,1412.6980,asserted,,True,True,False,True,8_CR6,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s10489-021-02976-1,1412.6980,asserted,,True,True,False,True,2976_CR41,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1186/s40658-023-00598-9,1412.6980,asserted,,True,True,False,True,598_CR22,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.7554/elife.95449.2,1412.6980,asserted,publisher,True,True,True,False,c50,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-981-99-8552-4_1,1412.6980,asserted,,True,True,False,True,1_CR14,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.ijplas.2024.104165,1412.6980,asserted,,True,True,False,True,10.1016/j.ijplas.2024.104165_bib0058,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.jhydrol.2025.133295,1412.6980,asserted,,True,True,False,True,10.1016/j.jhydrol.2025.133295_b0150,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-031-88711-6_8,1412.6980,asserted,publisher,True,True,True,False,8_CR29,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1155/2021/5520281,1412.6980,asserted,,True,True,False,True,e_1_2_9_32_2,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.18287/2412-6179-co-1010,1412.6980,asserted,,True,True,False,True,ref35,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-030-73018-5_2,1412.6980,asserted,,True,True,False,True,2_CR14,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-031-19806-9_24,1412.6980,asserted,,True,True,False,True,24_CR22,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3404835.3463068,1412.6980,asserted,,True,True,False,True,e_1_3_2_2_4_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s00466-023-02291-1,1412.6980,asserted,publisher,True,True,True,False,2291_CR46,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-030-36204-1_37,1412.6980,asserted,,True,True,False,True,37_CR31,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/978-3-030-58598-3_17,1412.6980,asserted,,True,True,False,True,17_CR15,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s42486-019-00023-0,1412.6980,asserted,,True,True,False,True,23_CR16,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s10796-022-10325-x,1412.6980,asserted,,True,True,False,True,10325_CR19,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1117/12.3057869,1412.6980,asserted,,True,True,False,True,B16,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3659591,1412.6980,asserted,,True,True,False,True,e_1_2_1_39_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1038/s41598-018-21070-0,1412.6980,asserted,,True,True,False,True,21070_CR16,,False,False,https://openalex.org/W1522301498,citing_not_found,False,,skipped,False,False,,skipped,
10.1186/s42774-021-00087-6,1412.6980,asserted,,True,True,False,True,87_CR45,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1016/j.patrec.2022.10.019,1412.6980,asserted,,True,True,False,True,10.1016/j.patrec.2022.10.019_bib0026,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1186/s12911-019-0756-5,1412.6980,asserted,,True,True,False,True,756_CR20,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1007/s00170-025-16149-8,1412.6980,asserted,publisher,True,True,True,False,16149_CR25,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
10.1145/3511808.3557114,1412.6980,asserted,,True,True,False,True,e_1_3_2_2_14_1,,True,False,https://openalex.org/W1522301498,,False,,skipped,False,False,,skipped,
